col1	col2	data
A2	Y2	0.4718594661169432
A2	Y2	1.358939820998115
A2	Y2	0.5641686026836393
A2	Y2	0.45598009048122135
A2	Y2	1.2309536630209157
A2	Y2	1.1471368477271204
A2	Y2	0.10659804092741737
A2	Y2	-0.7833166570086226
A2	Y2	1.241199827077374
A2	Y2	0.1388584191035146
A2	Y2	1.710631588236573
A2	Y2	-0.43064097472299256
A2	Y2	-1.0442295809270592
A2	Y2	0.5375795245805287
A2	Y2	-0.6695859871502287
A2	Y2	0.6388056114383094
A2	Y2	-1.7239898344925666
A2	Y2	-1.7424300803409063
A2	Y2	0.6898041732829938
A2	Y2	0.33096317717346685
A2	Y2	0.8710677089480552
A2	Y2	-2.0162455822134353
A2	Y2	1.2125791035103621
A2	Y2	1.200494698821939
A2	Y2	1.0320683259354366
A2	Y2	0.7864102561772162
A2	Y2	2.1100735137792737
A2	Y2	-1.4538098468132885
A2	Y2	-0.5831038481306495
A2	Y2	0.409723982550305
A2	Y2	-0.8069816354142382
A2	Y2	0.08555044085450732
A2	Y2	0.7462431686397414
A2	Y2	-0.6536730613310842
A2	Y2	0.6571059833019591
A2	Y2	0.5499092350097091
A2	Y2	-0.8067293584326715
A2	Y2	-0.9973797172762351
A2	Y2	0.9758906384262598
A2	Y2	-0.1694231807007157
A2	Y2	0.7221917794374701
A2	Y2	-0.8444186069125029
A2	Y2	1.277293685001148
A2	Y2	-1.3431105491802222
A2	Y2	0.7653406688606964
A2	Y2	0.46420256998037324
A2	Y2	0.26799327804052936
A2	Y2	0.6675226871352421
A2	Y2	0.39846728386377867
A2	Y2	-0.6380710309300679
A2	Y2	-0.26771290402351133
A2	Y2	0.35987956488571154
A2	Y2	-1.3128660939407089
A2	Y2	-0.8839696096687063
A2	Y2	2.0770947945846463
A2	Y2	-2.099225632200978
A2	Y2	-1.2385059653282828
A2	Y2	0.9904330896640356
A2	Y2	1.0886618631980776
A2	Y2	0.8398522541882595
A2	Y2	0.05685863868338751
A2	Y2	0.32387805118026997
A2	Y2	-0.904668667590953
A2	Y2	-0.6521838483701197
A2	Y2	-0.2624546379609492
A2	Y2	-0.9346628409057028
A2	Y2	0.8211612126341753
A2	Y2	-1.6242591734599374
A2	Y2	-1.030403669480293
A2	Y2	-1.2619293119730004
A2	Y2	0.3921846258964795
A2	Y2	-1.1314382616537182
A2	Y2	0.5441444840081621
A2	Y2	1.1766089347345712
A2	Y2	0.02522856923903725
A2	Y2	0.5151331696920344
A2	Y2	-0.6541097600174216
A2	Y2	0.5036419908275663
A2	Y2	-1.2721192223283964
A2	Y2	-0.0767711536986575
A2	Y2	-1.3453193756794146
A2	Y2	-0.2663175602461865
A2	Y2	1.0875629950194703
A2	Y2	0.7005677954152073
A2	Y2	-0.44275951464040014
A2	Y2	-0.7885199658878603
A2	Y2	-0.8567757097744378
A2	Y2	-0.7464190146233927
A2	Z2	0.2979836204014138
A2	Z2	-1.0195521972183852
A2	Z2	2.8708974235722375
A2	Z2	0.2187100114045526
A2	Z2	-0.9665543297011249
A2	Z2	0.38383818162236866
A2	Z2	-0.12189607131832063
A2	Z2	-0.3505475722002305
A2	Z2	0.5994636211306628
A2	Z2	0.23127407756568305
A2	Z2	1.0262461968145091
A2	Z2	-0.5244488500397069
A2	Z2	1.7962062421465024
A2	Z2	-1.434196405751745
A2	Z2	0.1386861704625371
A2	Z2	0.4514637270455415
A2	Z2	1.214774124600338
A2	Z2	-1.3244811247292119
A2	Z2	-1.139627775999039
A2	Z2	1.6756485703840758
A2	Z2	0.3981462083992116
A2	Z2	0.7155191350419812
A2	Z2	-0.7931951355256148
A2	Z2	1.9238516471638467
A2	Z2	0.07043998631405482
A2	Z2	0.46928003631325105
A2	Z2	-0.08985209407069304
A2	Z2	0.8941516315435006
A2	Z2	-0.3737098779914206
A2	Z2	2.2582519032112023
A2	Z2	1.5731017802150067
A2	Z2	-1.9543217311641379
A2	Z2	-0.6193224337999917
A2	Z2	-0.029947728618543
A2	Z2	-1.721658421906726
A2	Z2	-1.0534567993800295
A2	Z2	-0.5706624834009233
A2	Z2	0.4827143946793256
A2	Z2	0.09592389241065757
A2	Z2	-0.5878397909486123
A2	Z2	-0.08178003592609723
A2	Z2	2.8884182545331516
A2	Z2	1.172825352802651
A2	Z2	0.5496432204971392
A2	Z2	0.7791045100046136
A2	Z2	-0.5651312508049533
A2	Z2	0.1029542857959598
A2	Z2	0.2815215131842605
A2	Z2	-0.47443117372321264
A2	Z2	-0.4580042069969012
A2	Z2	0.5015431725866462
A2	Z2	-0.4051293760041698
A2	Z2	-0.1773855902236026
A2	Z2	-0.31954456901412964
A2	Z2	0.8434503923040991
A2	Z2	0.48365664924894747
A2	Z2	-0.3036701476881181
A2	Z2	-0.285096096390254
A2	Z2	0.9804366774609651
A2	Z2	-0.17131946895981726
A2	Z2	1.34301314155709
A2	Z2	-0.09835843509820126
A2	Z2	-0.3219954797938631
A2	Z2	-1.9147345011181254
A2	Z2	-0.6470413931524603
A2	Z2	-1.399436846868503
A2	Z2	1.931174269313806
A2	Z2	0.46157229264804234
A2	Z2	0.5274387465549005
A2	Z2	-0.036691272927096855
A2	Z2	-2.7201680276567246
A2	Z2	-0.04712551587074671
A2	Z2	0.004736471595097494
A2	Z2	-1.2253037432710159
A2	Z2	0.25092521542858853
A2	Z2	1.6051999368724197
A2	Z2	-0.0355198773844516
A2	Z2	1.0294180904440746
A2	Z2	-0.4000429185521509
A2	Z2	0.06724321532599752
A2	Z2	2.035807855281131
A2	Z2	0.6495188059812781
A2	Z2	1.2793515301337055
A2	Z2	-0.6281993372008904
A2	Z2	1.3503320233578995
A2	Z2	1.6725899763154024
A2	Z2	1.172729557445123
A2	Z2	0.006178936591471365
A2	Z2	1.3055122198277336
A2	Z2	-0.0929868322542157
A2	Z2	-1.1287498163628311
A2	Z2	0.5873463852676747
A2	Z2	0.0891638815230878
A2	Z2	-0.23296442525413333
A2	Z2	1.48777587929769
A2	Z2	-0.3540932610003988
A2	Z2	0.418648424967341
A2	Z2	-2.097435539917764
A2	Z2	-1.3704801808900509
A2	Z2	-0.6844628566234667
B2	X2	-0.31811984250655617
B2	X2	-0.31549025460011715
B2	X2	0.8843223235179037
B2	X2	-1.8854213056768847
B2	X2	0.7321793282281274
B2	X2	0.79054466395618606
B2	X2	0.19485316390164203
B2	X2	0.9211779927305496
B2	X2	1.2414562075234177
B2	X2	-0.6811708021120382
B2	X2	0.5153304636985739
B2	X2	-0.46821108506109577
B2	X2	-0.5020573220347281
B2	X2	-1.973991874642242
B2	X2	-0.5694458944409825
B2	X2	0.47533055287625686
B2	X2	1.2172176887777117
B2	X2	0.11768956789273138
B2	X2	0.08836671441330946
B2	X2	-0.20061708051588628
B2	X2	-0.4985835566749676
B2	X2	1.0896675393773392
B2	X2	0.921630778761867
B2	X2	0.3645535577785775
B2	X2	0.2951481547138669
B2	X2	0.5299484181423012
B2	X2	0.9687898025576185
B2	X2	1.90860573678394
B2	X2	1.5027934477195122
B2	X2	-0.3118279440122905
B2	X2	0.9480186861601406
B2	X2	-0.08767276217981304
B2	X2	-0.1937263120639341
B2	X2	0.7292407297312499
B2	X2	1.0284048578133083
B2	X2	-0.30719033825835623
B2	X2	0.7657415944198894
B2	X2	-0.021450733405051832
B2	X2	1.4925278854265025
B2	X2	0.4476780727061328
B2	X2	0.17497682962076166
B2	X2	0.3872412193460674
B2	X2	-1.2888944432435194
B2	X2	0.23150683330681165
B2	X2	0.7201468519732399
B2	X2	-0.2514319221525181
B2	X2	-0.3189958836268962
B2	X2	0.9834434248600752
B2	X2	0.8282409559836775
B2	X2	0.38279386701613827
B2	X2	1.4556597599944576
B2	X2	0.6664605094593802
B2	X2	-0.3700072545356111
B2	X2	1.5482512396752066
B2	X2	2.3292640194110086
B2	X2	1.399424571423982
B2	X2	-0.9412458204805312
B2	X2	0.8333008478971106
B2	X2	0.7348865925045733
B2	X2	0.12321817133780151
B2	X2	1.5553635777436114
B2	X2	1.4232580849315248
B2	X2	-0.35875716276958297
B2	X2	-0.497743222030425
B2	X2	-1.8849880357674411
B2	X2	-1.1396262838559525
B2	X2	-0.45672901788580905
B2	X2	1.173333574412486
B2	X2	-0.32018730344606827
B2	X2	0.04167325847677315
B2	X2	-0.1769831774619635
B2	X2	2.28473761681314
B2	X2	-0.8036104776648688
B2	X2	1.2306338999075466
B2	X2	-0.0344445790415098
B2	X2	-0.662440864324829
B2	X2	-0.24960018064657508
B2	X2	2.533114073081515
B2	X2	0.15811929573613923
B2	X2	0.7520391758784347
B2	X2	-0.42772400909784103
B2	X2	-0.7387483253418339
B2	X2	0.14364736132674324
B2	X2	-0.715021879194148
B2	X2	1.316485666373283
B2	X2	-1.574267309848427
B2	X2	0.04616108091555537
B2	X2	-0.028543818367124767
B2	X2	1.4131288008759373
B2	X2	0.8291930066695955
B2	X2	0.1833520769521039
B2	X2	1.3395570056528274
B2	X2	1.202329128852425
B2	X2	0.871835549310521
B2	X2	-0.11642682911578163
B2	X2	0.3428284795701883
B2	X2	-0.985471336554615
B2	X2	1.1277114754510782
B2	X2	0.22982985138060152
B2	X2	0.9185705525984331
B2	Y2	-0.21407559298911516
B2	Y2	-2.7218161645994745
B2	Y2	-1.0142618165051855
B2	Y2	-0.8291450737878318
B2	Y2	0.8577088977066406
B2	Y2	-0.23851012912556302
B2	Y2	-0.7032458467169423
B2	Y2	-2.452196435450495
B2	Y2	1.1479999922536275
B2	Y2	0.00206702197966432
B2	Y2	0.060933593698882814
B2	Y2	-1.1050382835068904
B2	Y2	0.20068424324100284
B2	Y2	-1.2305776846983503
B2	Y2	-0.1265274013523537
B2	Y2	-1.312826127776956
B2	Y2	1.1076649552081859
B2	Y2	-1.007737544392328
B2	Y2	1.5757998389433754
B2	Y2	0.29099302019808715
B2	Y2	0.73952990782545
B2	Y2	-1.2555744876884067
B2	Y2	1.4119511310359232
B2	Y2	0.7334870470556216
B2	Y2	1.2817214513354087
B2	Y2	0.8988004803926668
B2	Y2	0.5311123590513117
B2	Y2	0.7845827765610803
B2	Y2	-1.1852135974887317
B2	Y2	0.345996718948347
B2	Y2	-1.1728762149875336
B2	Y2	-0.33704941852238535
B2	Y2	-1.0241905705589458
B2	Y2	1.3248007073253365
B2	Y2	0.037471586910068876
B2	Y2	-0.07734274259505335
B2	Y2	-0.4405221805616122
B2	Y2	0.21425277525074865
B2	Y2	-0.01181093829890141
B2	Y2	-0.4530916644903378
B2	Y2	-2.1018523512437217
B2	Y2	-0.28261930132651847
B2	Y2	-1.5709743003277932
B2	Y2	0.29635860950479076
B2	Y2	0.24736127414807527
B2	Y2	-0.13697839059264072
B2	Y2	-0.7143407632682643
B2	Y2	1.0654139328615253
B2	Y2	-2.020319270861545
B2	Y2	0.5060202292249283
B2	Y2	-0.612204456107733
B2	Y2	0.026263657726422442
B2	Y2	-0.25310312708479343
B2	Y2	-0.9787800610215728
B2	Y2	1.5816789291618776
B2	Y2	-0.2690418390482085
B2	Y2	-0.5055179936077677
B2	Y2	2.0772621522468553
B2	Y2	0.6699255544087537
B2	Y2	0.20408452300841023
B2	Y2	-0.03715314401091634
B2	Y2	0.11600698685415371
B2	Y2	-0.256011771746439
B2	Y2	-0.6745962397934442
B2	Y2	0.9420270790685629
B2	Y2	0.4930364225118844
B2	Y2	0.4438170534973336
B2	Y2	-0.06995340841017259
B2	Y2	1.3019141954731086
B2	Y2	-1.3593267120089012
B2	Y2	1.5543716669628669
B2	Y2	1.4485023892887772
B2	Y2	0.9282711079848149
B2	Y2	-1.3072540279668616
B2	Y2	0.276600703219708
B2	Y2	-0.7991750685057907
B2	Y2	-0.3769170603758014
B2	Y2	-0.6056149183889391
B2	Y2	-2.4271704894714543
B2	Y2	-0.5130335386067482
B2	Y2	-1.071887346489006
B2	Y2	0.1373660955179847
B2	Y2	-0.8949972787157999
B2	Y2	-0.0785658217211693
B2	Y2	1.595836283945583
B2	Y2	-1.2040263867108147
B2	Y2	-1.662271164366842
B2	Y2	0.06934714549540336
B2	Y2	-0.9481877558762272
B2	Y2	-0.9511914042297973
B2	Y2	0.8680598582872076
B2	Y2	0.15854671960456018
B2	Y2	1.296077284167203
B2	Y2	-1.0844171547976964
B2	Y2	0.3927748974377748
B2	Y2	-0.026034910017226055
B2	Y2	-1.2560411337649742
B2	Y2	-0.935686280123423
B2	Y2	-0.19668582979422689
B2	Y2	0.14226867473916396
B2	Z2	-0.4597894245352226
B2	Z2	0.6179261024949761
B2	Z2	-0.7204223550020031
B2	Z2	-0.5835119430338287
B2	Z2	0.21632450388831076
B2	Z2	1.2449912403929542
B2	Z2	-0.7679019843038597
B2	Z2	1.2130631290256397
B2	Z2	-1.1443332565494924
B2	Z2	1.4701770496721909
B2	Z2	-1.5024245074807683
B2	Z2	0.14177954079158117
B2	Z2	-1.5563981274745013
B2	Z2	2.1764195183679726
B2	Z2	0.2951848019894084
B2	Z2	0.4445275197966612
B2	Z2	1.818199055898994
B2	Z2	0.6357113761419919
B2	Z2	-0.012259387109223125
B2	Z2	0.8109719535917013
B2	Z2	0.15006923071298114
B2	Z2	0.817130260152827
B2	Z2	0.40835391294468193
B2	Z2	0.1426115071356558
B2	Z2	-0.10363901835957222
B2	Z2	0.7019326369287088
B2	Z2	1.0407341392593425
B2	Z2	0.04912982976761654
B2	Z2	1.7543026745329973
B2	Z2	0.05221281811076195
B2	Z2	-2.066307510934345
B2	Z2	-0.37062144954428866
B2	Z2	1.693082693568986
B2	Z2	1.150309630712811
B2	Z2	-0.10461381404771522
B2	Z2	-0.5156884925199766
B2	Z2	1.523675392333506
B2	Z2	-0.32587749872888455
B2	Z2	1.2508375508976946
B2	Z2	0.6513236852744133
B2	Z2	0.09210407609220689
B2	Z2	-0.06383212815716452
B2	Z2	-0.8360449182432713
B2	Z2	1.7287445143244744
B2	Z2	-0.9670830217811287
B2	Z2	0.5663589063289385
B2	Z2	-0.4506210987675736
B2	Z2	-1.097881141146618
B2	Z2	-1.2546081901349375
B2	Z2	2.1566789220781546
B2	Z2	0.3402011069236426
B2	Z2	0.5370227180242723
B2	Z2	0.9584032084129984
B2	Z2	1.421779808139887
B2	Z2	-0.1662610471388442
B2	Z2	0.7882430180037935
B2	Z2	-0.6262566676305933
B2	Z2	2.00945359610155
B2	Z2	1.4812535385394685
B2	Z2	0.1647488800211203
B2	Z2	0.742353394104175
B2	Z2	-0.7644680081026259
B2	Z2	1.4614512586786044
B2	Z2	-1.3540963883857284
B2	Z2	-1.21785547542157
B2	Z2	1.4385194026733934
B2	Z2	2.6890046998285966
B2	Z2	1.3901072798105338
B2	Z2	1.101924182587034
B2	Z2	-0.2717052660351385
B2	Z2	1.1522375123893545
B2	Z2	0.7203348190684359
B2	Z2	0.0645521082967462
B2	Z2	-0.06970906825968641
B2	Z2	1.1947976473325501
B2	Z2	-1.1345910370607495
B2	Z2	1.0648416624785801
B2	Z2	0.05114100089972099
B2	Z2	0.8077924314530913
B2	Z2	1.3418853991893849
B2	Z2	-0.5506686821887724
B2	Z2	0.6337251892288936
B2	Z2	-0.3248275749843982
B2	Z2	0.8461451865947547
B2	Z2	0.01704138784290102
B2	Z2	-0.3255226287348919
B2	Z2	-0.8857941389941498
B2	Z2	-0.3313970351038107
B2	Z2	-0.010521892770380336
B2	Z2	1.4333550933214039
B2	Z2	-0.7544106429874861
B2	Z2	0.49619362250359905
B2	Z2	-0.8679619757896455
B2	Z2	-0.11155004829585109
B2	Z2	0.19947351107363984
B2	Z2	-1.6454684272775317
B2	Z2	0.7859915055029726
B2	Z2	-0.15292961093249033
B2	Z2	-1.5630117267601336
B2	Z2	-1.0696849406280189
